"date","issue_number","category","circulation","temporal"
"1860-09-05","246","artikel","Landelijk","Dag"
"1860-09-15","218","artikel","Regionaal/lokaal","Dag"
"1860-04-17","3938","artikel","Landelijk","Dag"
"1851-09-19","75","artikel","Regionaal/lokaal","Dag"
"1842-04-28","3267","artikel","Landelijk","Dag"
"1849-12-19","152","artikel","Regionaal/lokaal","Dag"
"1849-09-06","5545","artikel","Landelijk","Dag"
"1856-03-30","39","artikel","Regionaal/lokaal","Dag"
"1840-09-28","117","artikel","Regionaal/lokaal","Dag"
"1843-03-21","35","artikel","Regionaal/lokaal","Dag"
"1854-10-25","252","artikel","Landelijk","Dag"
"1850-09-13","74","artikel","Regionaal/lokaal","Dag"
"1859-07-12","3703","artikel","Landelijk","Dag"
"1859-08-27","201","artikel","Regionaal/lokaal","Dag"
"1859-05-18","3660","artikel","Landelijk","Dag"
"1853-11-29","95","artikel","Regionaal/lokaal","Dag"
"1850-05-16","59","artikel","Regionaal/lokaal","Dag"
"1850-05-15","532","artikel","Regionaal/lokaal","Middag"
"1849-07-06","5492","artikel","Landelijk","Dag"
"1849-04-23","97","artikel","Landelijk","Dag"
"1849-01-12","6","artikel","Regionaal/lokaal","Dag"
"1847-12-10","290","artikel","Regionaal/lokaal","Dag"
"1848-11-09","268","artikel","Landelijk","Dag"
"1849-04-23","208","artikel","Regionaal/lokaal","Dag"
"1857-02-03","29","artikel","Regionaal/lokaal","Dag"
"1855-10-12","123","artikel","Regionaal/lokaal","Dag"
"1845-02-28","51","artikel","Landelijk","Dag"
"1848-03-16","33","artikel","Regionaal/lokaal","Dag"
"1848-10-17","125","artikel","Regionaal/lokaal","Dag"
"1860-01-05","2","artikel","Regionaal/lokaal","Dag"
"1851-08-15","98","artikel","Regionaal/lokaal","Dag"
"1849-02-01","9","artikel","Regionaal/lokaal","Dag"
"1848-10-24","85","artikel","Regionaal/lokaal","Dag"
"1841-11-05","3119","artikel","Landelijk","Dag"
"1857-07-30","89","artikel","Regionaal/lokaal","Dag"
"1846-08-18","66","artikel","Regionaal/lokaal","Dag"
"1860-11-15","137","artikel","Regionaal/lokaal","Dag"
"1856-09-16","75","artikel","Regionaal/lokaal","Dag"
"1844-10-17","206","artikel","Regionaal/lokaal","Dag"
"1853-03-05","1785","artikel","Landelijk","Dag"
"1857-10-08","81","artikel","Regionaal/lokaal","Dag"
"1860-10-15","244","artikel","Landelijk","Dag"
"1858-05-21","41","artikel","Regionaal/lokaal","Dag"
"1858-12-31","308","artikel","Regionaal/lokaal","Dag"
"1850-10-08","197","artikel","Regionaal/lokaal","Dag"
"1850-09-01","171","artikel","Regionaal/lokaal","Dag"
"1859-08-04","92","artikel","Regionaal/lokaal","Dag"
"1853-06-23","26","artikel","Landelijk","Dag"
"1855-07-05","78","artikel","Regionaal/lokaal","Dag"
"1840-02-07","17","artikel","Regionaal/lokaal","Dag"
"1852-11-15","1693","artikel","Landelijk","Dag"
"1843-08-20","164","artikel","Regionaal/lokaal","Dag"
"1849-05-09","111","artikel","Landelijk","Dag"
"1853-06-16","23","artikel","Landelijk","Dag"
"1848-03-22","35","artikel","Regionaal/lokaal","Dag"
"1841-05-12","2968","artikel","Landelijk","Dag"
"1853-04-28","2","artikel","Landelijk","Dag"
"1841-12-03","145","artikel","Regionaal/lokaal","Dag"
"1840-09-03","106","artikel","Regionaal/lokaal","Dag"
"1849-08-27","103","artikel","Regionaal/lokaal","Dag"
"1846-03-02","4456","artikel","Landelijk","Dag"
"1845-12-11","148","artikel","Regionaal/lokaal","Dag"
"1860-05-18","60","artikel","Regionaal/lokaal","Dag"
"1846-10-24","126","artikel","Regionaal/lokaal","Dag"
"1845-10-31","131","artikel","Regionaal/lokaal","Dag"
"1859-08-13","192","artikel","Regionaal/lokaal","Dag"
"1850-10-24","100","artikel","Regionaal/lokaal","Middag"
"1848-07-28","177","artikel","Regionaal/lokaal","Dag"
"1857-03-25","72","artikel","Landelijk","Dag"
"1860-05-10","110","artikel","Regionaal/lokaal","Dag"
"1856-10-28","256","artikel","Regionaal/lokaal","Dag"
"1840-06-20","50","artikel","Nederlands-Indië / Indonesië","Dag"
"1859-11-30","3822","artikel","Landelijk","Dag"
"1856-10-01","118","artikel","Regionaal/lokaal","Dag"
"1856-09-06","211","artikel","Regionaal/lokaal","Dag"
"1848-11-06","133","artikel","Regionaal/lokaal","Dag"
"1856-12-31","308","artikel","Regionaal/lokaal","Dag"
"1851-05-09","123","artikel","Landelijk","Dag"
"1850-05-17","59","artikel","Regionaal/lokaal","Dag"
"1841-08-02","3037","artikel","Landelijk","Dag"
"1842-08-23","101","artikel","Regionaal/lokaal","Dag"
"1850-05-03","523","artikel","Regionaal/lokaal","Middag"
"1859-04-30","101","artikel","Regionaal/lokaal","Dag"
"1856-01-14","7516","artikel","Landelijk","Dag"
"1858-12-03","285","artikel","Regionaal/lokaal","Dag"
"1854-06-10","135","artikel","Regionaal/lokaal","Dag"
"1860-12-24","","artikel","Nederlands-Indië / Indonesië","Dag"
"1848-10-12","214","artikel","Regionaal/lokaal","Dag"
"1844-02-16","21","artikel","Regionaal/lokaal","Dag"
"1847-12-28","309","artikel","Landelijk","Dag"
"1859-10-18","245","artikel","Regionaal/lokaal","Dag"
"1859-10-08","237","artikel","Regionaal/lokaal","Dag"
"1859-07-13","165","artikel","Regionaal/lokaal","Dag"
"1849-01-25","134","artikel","Regionaal/lokaal","Dag"
"1849-01-06","6","artikel","Landelijk","Dag"
"1855-05-26","62","artikel","Regionaal/lokaal","Dag"
"1856-04-08","42","artikel","Regionaal/lokaal","Dag"
"1860-02-25","48","artikel","Landelijk","Dag"
"1848-03-04","23","artikel","Regionaal/lokaal","Dag"
"1850-11-17","226","artikel","Regionaal/lokaal","Dag"
"1848-10-24","85","artikel","Regionaal/lokaal","Dag"
"1850-05-16","57","artikel","Regionaal/lokaal","Dag"
"1860-10-16","244","artikel","Regionaal/lokaal","Dag"
"1859-05-24","123","artikel","Landelijk","Dag"
"1859-12-21","3840","artikel","Landelijk","Dag"
"1860-07-28","88","artikel","Regionaal/lokaal","Dag"
"1842-11-09","134","artikel","Regionaal/lokaal","Dag"
"1849-01-03","1","artikel","Regionaal/lokaal","Dag"
"1854-02-04","2063","artikel","Landelijk","Dag"
"1850-10-23","99","artikel","Regionaal/lokaal","Middag"
"1840-10-09","2785","artikel","Landelijk","Dag"
"1860-07-17","83","artikel","Regionaal/lokaal","Dag"
"1859-09-12","214","artikel","Regionaal/lokaal","Dag"
"1842-03-19","56","artikel","Regionaal/lokaal","Dag"
"1860-11-22","94","artikel","Regionaal/lokaal","Dag"
"1850-11-14","118","artikel","Regionaal/lokaal","Middag"
"1849-10-19","5582","artikel","Landelijk","Dag"
"1860-01-24","3867","artikel","Landelijk","Dag"
"1849-10-09","755","artikel","Landelijk","Dag"
"1857-11-12","268","artikel","Regionaal/lokaal","Dag"
"1840-09-23","227","artikel","Landelijk","Dag"
"1846-02-05","28","artikel","Regionaal/lokaal","Dag"
"1857-11-24","3212","artikel","Landelijk","Dag"
"1851-12-30","","artikel","Regionaal/lokaal","Dag"
"1860-10-05","235","artikel","Regionaal/lokaal","Dag"
"1860-06-20","143","artikel","Regionaal/lokaal","Dag"
"1854-08-22","197","artikel","Landelijk","Dag"
"1860-03-20","68","artikel","Regionaal/lokaal","Dag"
"1854-08-11","2218","artikel","Landelijk","Dag"
"1859-11-25","281","artikel","Regionaal/lokaal","Dag"
"1848-11-09","266","artikel","Regionaal/lokaal","Dag"
"1859-02-24","47","artikel","Regionaal/lokaal","Dag"
"1858-03-01","3291","artikel","Landelijk","Dag"
"1849-06-28","74","artikel","Regionaal/lokaal","Dag"
"1849-07-22","58","artikel","Regionaal/lokaal","Dag"
"1854-04-10","100","artikel","Landelijk","Dag"
"1852-12-09","1714","artikel","Landelijk","Dag"
"1859-10-04","233","artikel","Regionaal/lokaal","Dag"
"1846-06-08","4537","artikel","Landelijk","Dag"
"1849-11-13","132","artikel","Regionaal/lokaal","Dag"
"1857-08-04","3117","artikel","Landelijk","Dag"
"1853-12-30","2033","artikel","Landelijk","Dag"
"1860-03-17","3913","artikel","Landelijk","Dag"
"1845-06-17","48","artikel","Regionaal/lokaal","Dag"
"1841-12-01","143","artikel","Regionaal/lokaal","Dag"
"1852-08-19","1619","artikel","Landelijk","Dag"
"1859-10-06","8672","artikel","Landelijk","Dag"
"1856-08-10","96","artikel","Regionaal/lokaal","Dag"
"1845-11-25","94","artikel","Regionaal/lokaal","Dag"
"1848-04-12","44","artikel","Regionaal/lokaal","Dag"
"1857-12-10","292","artikel","Regionaal/lokaal","Dag"
"1860-06-21","145","artikel","Regionaal/lokaal","Dag"
"1859-08-01","178","artikel","Regionaal/lokaal","Dag"
"1859-11-08","3803","artikel","Landelijk","Dag"
"1860-10-01","118","artikel","Regionaal/lokaal","Dag"
"1860-07-19","8917","artikel","Landelijk","Dag"
"1860-10-02","232","artikel","Regionaal/lokaal","Dag"
"1858-01-05","4","artikel","Regionaal/lokaal","Dag"
"1858-02-10","35","artikel","Regionaal/lokaal","Dag"
"1849-09-08","105","artikel","Regionaal/lokaal","Dag"
"1854-06-19","7027","artikel","Landelijk","Dag"
"1843-10-13","82","artikel","Regionaal/lokaal","Dag"
"1849-02-26","25","artikel","Regionaal/lokaal","Dag"
"1851-11-21","93","artikel","Regionaal/lokaal","Dag"
"1859-05-19","117","artikel","Regionaal/lokaal","Dag"
"1859-08-24","198","artikel","Regionaal/lokaal","Dag"
"1856-08-20","197","artikel","Regionaal/lokaal","Dag"
"1857-07-13","3098","artikel","Landelijk","Dag"
"1844-07-17","86","artikel","Regionaal/lokaal","Dag"
"1848-11-08","69","artikel","Regionaal/lokaal","Middag"
"1848-12-15","150","artikel","Regionaal/lokaal","Dag"
"1858-12-09","145","artikel","Regionaal/lokaal","Dag"
"1847-04-19","91","artikel","Regionaal/lokaal","Dag"
"1845-01-29","25","artikel","Landelijk","Dag"
"1854-01-10","3","artikel","Regionaal/lokaal","Dag"
"1840-05-06","54","artikel","Regionaal/lokaal","Dag"
"1843-01-09","3484","artikel","Landelijk","Dag"
"1851-02-18","1165","artikel","Landelijk","Dag"
"1860-08-06","94","artikel","Regionaal/lokaal","Dag"
"1858-10-22","43","artikel","Nederlands-Indië / Indonesië","Dag"
"1860-08-11","96","artikel","Regionaal/lokaal","Dag"
"1860-04-23","3943","artikel","Landelijk","Dag"
"1857-04-16","90","artikel","Regionaal/lokaal","Dag"
"1858-07-18","168","artikel","Landelijk","Dag"
"1851-09-25","77","artikel","Regionaal/lokaal","Dag"
"1848-10-16","247","artikel","Landelijk","Dag"
"1860-08-28","204","artikel","Regionaal/lokaal","Dag"
"1860-09-11","215","artikel","Landelijk","Dag"
"1847-08-03","90","artikel","Regionaal/lokaal","Dag"
"1852-03-10","30","artikel","Regionaal/lokaal","Dag"
"1851-02-10","1158","artikel","Landelijk","Dag"
"1859-01-12","3553","artikel","Landelijk","Dag"
"1850-08-27","103","artikel","Regionaal/lokaal","Dag"
"1860-09-22","226","artikel","Regionaal/lokaal","Dag"
"1859-09-10","213","artikel","Regionaal/lokaal","Dag"
"1854-07-25","173","artikel","Landelijk","Dag"
"1854-09-13","110","artikel","Regionaal/lokaal","Dag"
"1859-02-08","","artikel","Nederlands-Indië / Indonesië","Dag"
"1849-09-06","213","artikel","Landelijk","Dag"
"1845-07-31","90","artikel","Regionaal/lokaal","Dag"
"1850-03-22","35","artikel","Regionaal/lokaal","Dag"
"1849-04-11","198","artikel","Regionaal/lokaal","Dag"
"1850-06-24","75","artikel","Regionaal/lokaal","Dag"
"1849-10-06","196","artikel","Regionaal/lokaal","Dag"
"1857-12-10","292","artikel","Regionaal/lokaal","Dag"
"1855-09-03","2538","artikel","Landelijk","Dag"
"1844-05-31","66","artikel","Regionaal/lokaal","Dag"
"1860-06-14","69","artikel","Regionaal/lokaal","Dag"
"1845-10-11","","artikel","Regionaal/lokaal","Dag"
"1854-09-21","223","artikel","Landelijk","Dag"
"1860-03-26","85","artikel","Landelijk","Dag"
"1855-08-25","100","artikel","Regionaal/lokaal","Dag"
"1859-08-01","8615","artikel","Landelijk","Dag"
"1860-09-28","231","artikel","Regionaal/lokaal","Dag"
"1860-09-27","228","artikel","Regionaal/lokaal","Dag"
"1854-04-04","222","artikel","Verenigde Staten","Dag"
"1849-03-17","32","artikel","Regionaal/lokaal","Dag"
"1851-08-28","101","artikel","Regionaal/lokaal","Dag"
"1855-10-02","233","artikel","Landelijk","Dag"
"1855-12-17","152","artikel","Regionaal/lokaal","Dag"
"1856-02-02","29","artikel","Landelijk","Dag"
"1856-03-22","71","artikel","Landelijk","Dag"
"1843-11-14","","artikel","Regionaal/lokaal","Dag"
"1860-02-02","14","artikel","Regionaal/lokaal","Dag"
"1842-04-30","51","artikel","Regionaal/lokaal","Dag"
"1856-07-28","175","artikel","Regionaal/lokaal","Dag"
"1856-09-14","111","artikel","Regionaal/lokaal","Dag"
"1849-10-26","129","artikel","Regionaal/lokaal","Dag"
"1849-03-27","593","artikel","Landelijk","Dag"
"1851-06-14","139","artikel","Regionaal/lokaal","Dag"
"1851-05-14","1236","artikel","Landelijk","Dag"
"1849-09-27","113","artikel","Regionaal/lokaal","Dag"
"1856-09-07","108","artikel","Regionaal/lokaal","Dag"
"1860-09-04","208","artikel","Regionaal/lokaal","Dag"
"1851-11-07","134","artikel","Regionaal/lokaal","Dag"
"1842-04-26","49","artikel","Regionaal/lokaal","Dag"
"1858-06-19","3381","artikel","Landelijk","Dag"
"1849-12-19","302","artikel","Landelijk","Dag"
"1848-11-10","90","artikel","Regionaal/lokaal","Dag"
"1848-10-19","130","artikel","Regionaal/lokaal","Dag"
"1858-12-08","147","artikel","Regionaal/lokaal","Dag"
"1854-08-18","7079","artikel","Landelijk","Dag"
"1860-10-27","4099","artikel","Landelijk","Dag"
"1853-03-10","59","artikel","Landelijk","Dag"
"1860-11-01","260","artikel","Regionaal/lokaal","Dag"
"1844-01-10","5","artikel","Landelijk","Dag"
"1856-03-04","55","artikel","Regionaal/lokaal","Dag"
"1841-11-02","122","artikel","Regionaal/lokaal","Dag"
"1849-08-20","306","artikel","Regionaal/lokaal","Dag"
"1859-08-19","194","artikel","Regionaal/lokaal","Dag"
"1859-06-30","151","artikel","Regionaal/lokaal","Dag"
"1849-06-06","68","artikel","Regionaal/lokaal","Dag"
"1854-07-12","7047","artikel","Landelijk","Dag"
"1857-02-17","41","artikel","Regionaal/lokaal","Dag"
"1860-06-05","","artikel","Regionaal/lokaal","Dag"
"1860-12-27","305","artikel","Regionaal/lokaal","Dag"
"1859-12-15","149","artikel","Regionaal/lokaal","Dag"
"1857-09-21","224","artikel","Regionaal/lokaal","Dag"
"1860-06-22","75","artikel","Regionaal/lokaal","Dag"
"1859-11-25","3818","artikel","Landelijk","Dag"
"1857-11-06","3197","artikel","Landelijk","Dag"
"1860-11-17","136","artikel","Regionaal/lokaal","Dag"
"1849-02-03","23","artikel","Regionaal/lokaal","Dag"
"1859-11-09","3804","artikel","Landelijk","Dag"
"1860-10-13","123","artikel","Regionaal/lokaal","Dag"
"1847-03-20","34","artikel","Regionaal/lokaal","Dag"
"1860-12-19","4143","artikel","Landelijk","Dag"
"1850-02-15","14","artikel","Regionaal/lokaal","Dag"
"1843-03-23","35","artikel","Regionaal/lokaal","Dag"
"1846-03-13","21","artikel","Regionaal/lokaal","Dag"
"1849-12-05","146","artikel","Regionaal/lokaal","Dag"
"1848-08-04","183","artikel","Landelijk","Dag"
"1856-09-19","76","artikel","Regionaal/lokaal","Dag"
"1856-08-17","99","artikel","Regionaal/lokaal","Dag"
"1850-05-14","531","artikel","Regionaal/lokaal","Middag"
"1844-04-12","","artikel","Regionaal/lokaal","Dag"
"1848-03-27","37","artikel","Regionaal/lokaal","Dag"
"1842-02-26","25","artikel","Regionaal/lokaal","Dag"
"1848-04-25","98","artikel","Regionaal/lokaal","Dag"
"1840-02-01","28","artikel","Landelijk","Dag"
"1849-11-25","232","artikel","Regionaal/lokaal","Dag"
"1856-09-20","224","artikel","Landelijk","Dag"
"1860-10-01","234","artikel","Regionaal/lokaal","Dag"
"1848-11-09","139","artikel","Regionaal/lokaal","Dag"
"1852-03-09","20","artikel","Regionaal/lokaal","Dag"
"1844-06-03","67","artikel","Regionaal/lokaal","Dag"
"1860-09-15","4063","artikel","Landelijk","Dag"
"1860-07-17","168","artikel","Regionaal/lokaal","Dag"
"1852-04-07","42","artikel","Regionaal/lokaal","Dag"
"1859-09-15","110","artikel","Regionaal/lokaal","Dag"
"1856-04-15","90","artikel","Regionaal/lokaal","Dag"
"1859-03-02","26","artikel","Regionaal/lokaal","Dag"
"1847-09-06","212","artikel","Landelijk","Dag"
"1860-09-14","218","artikel","Landelijk","Dag"
"1850-05-15","934","artikel","Landelijk","Dag"
"1860-12-17","297","artikel","Regionaal/lokaal","Dag"
"1848-09-11","19","artikel","Regionaal/lokaal","Middag"
"1849-05-09","56","artikel","Regionaal/lokaal","Dag"
"1849-03-01","52","artikel","Landelijk","Dag"
"1848-03-10","","artikel","Regionaal/lokaal","Dag"
"1846-04-17","92","artikel","Landelijk","Dag"
"1857-11-28","282","artikel","Landelijk","Dag"
"1857-07-25","174","artikel","Landelijk","Dag"
"1856-01-17","8","artikel","Regionaal/lokaal","Dag"
"1856-03-14","64","artikel","Landelijk","Dag"
"1844-02-06","16","artikel","Regionaal/lokaal","Dag"
"1851-01-26","8","artikel","Regionaal/lokaal","Dag"
"1848-03-09","5082","artikel","Landelijk","Dag"
"1860-12-21","301","artikel","Regionaal/lokaal","Dag"
"1855-03-25","570","artikel","Landelijk","Dag"
"1859-12-14","296","artikel","Landelijk","Dag"
"1859-02-16","40","artikel","Regionaal/lokaal","Dag"
"1857-11-27","282","artikel","Regionaal/lokaal","Dag"
"1847-02-28","17","artikel","Regionaal/lokaal","Dag"
"1854-06-20","2174","artikel","Landelijk","Dag"
"1853-02-11","1766","artikel","Landelijk","Dag"
"1859-06-15","138","artikel","Regionaal/lokaal","Dag"
"1859-08-29","77","artikel","Regionaal/lokaal","Dag"
"1858-05-07","19","artikel","Nederlands-Indië / Indonesië","Dag"
"1857-04-16","90","artikel","Regionaal/lokaal","Dag"
"1848-11-07","68","artikel","Regionaal/lokaal","Middag"
"1854-08-23","198","artikel","Landelijk","Dag"
"1855-05-18","118","artikel","Regionaal/lokaal","Dag"
"1856-10-07","2870","artikel","Landelijk","Dag"
"1855-10-10","122","artikel","Regionaal/lokaal","Dag"
"1852-02-17","21","artikel","Regionaal/lokaal","Dag"
"1848-10-18","51","artikel","Regionaal/lokaal","Middag"
"1859-01-11","3","artikel","Regionaal/lokaal","Dag"
"1856-12-18","300","artikel","Regionaal/lokaal","Dag"
"1847-06-03","66","artikel","Regionaal/lokaal","Dag"
"1860-12-07","290","artikel","Landelijk","Dag"
"1856-07-24","87","artikel","Regionaal/lokaal","Dag"
"1841-01-11","2864","artikel","Landelijk","Dag"
"1846-05-01","104","artikel","Landelijk","Dag"
"1850-07-02","78","artikel","Regionaal/lokaal","Dag"
"1848-09-23","30","artikel","Regionaal/lokaal","Middag"
"1841-11-03","132","artikel","Regionaal/lokaal","Dag"
"1852-07-23","173","artikel","Landelijk","Dag"
"1844-08-26","3987","artikel","Landelijk","Dag"
"1859-11-08","133","artikel","Regionaal/lokaal","Dag"
"1848-06-13","47","artikel","Regionaal/lokaal","Dag"
"1844-03-27","38","artikel","Landelijk","Dag"
"1859-09-24","114","artikel","Regionaal/lokaal","Dag"
"1851-07-18","168","artikel","Landelijk","Dag"
"1859-11-07","262","artikel","Regionaal/lokaal","Dag"
"1856-04-02","40","artikel","Regionaal/lokaal","Dag"
"1852-02-14","20","artikel","Regionaal/lokaal","Dag"
"1851-04-02","79","artikel","Landelijk","Dag"
"1855-05-09","2443","artikel","Landelijk","Dag"
"1852-10-09","120","artikel","Regionaal/lokaal","Dag"
"1852-05-26","124","artikel","Landelijk","Dag"
"1843-05-04","54","artikel","Regionaal/lokaal","Dag"
"1841-08-19","99","artikel","Regionaal/lokaal","Dag"
"1848-03-04","46","artikel","Regionaal/lokaal","Dag"
"1850-09-11","63","artikel","Regionaal/lokaal","Middag"
"1850-07-11","162","artikel","Landelijk","Dag"
"1842-02-08","17","artikel","Regionaal/lokaal","Dag"
"1848-11-20","139","artikel","Regionaal/lokaal","Dag"
"1851-02-27","25","artikel","Regionaal/lokaal","Dag"
"1860-09-04","208","artikel","Regionaal/lokaal","Dag"
"1847-10-07","119","artikel","Regionaal/lokaal","Dag"
"1852-12-23","304","artikel","Landelijk","Dag"
"1858-02-01","3267","artikel","Landelijk","Dag"
"1857-12-11","3227","artikel","Landelijk","Dag"
"1860-11-22","4120","artikel","Landelijk","Dag"
"1846-04-14","30","artikel","Regionaal/lokaal","Dag"
"1860-01-19","8","artikel","Regionaal/lokaal","Dag"
"1848-12-08","293","artikel","Landelijk","Dag"
"1853-11-15","1995","artikel","Landelijk","Dag"
"1848-06-10","138","artikel","Landelijk","Dag"
"1841-10-19","125","artikel","Regionaal/lokaal","Dag"
"1853-06-03","1857","artikel","Landelijk","Dag"
"1860-11-12","4111","artikel","Landelijk","Dag"
"1859-11-22","3815","artikel","Landelijk","Dag"
"1850-01-19","435","artikel","Regionaal/lokaal","Middag"
"1859-10-29","3796","artikel","Landelijk","Dag"
"1850-12-10","1109","artikel","Landelijk","Dag"
"1860-04-28","3948","artikel","Landelijk","Dag"
"1860-12-03","4129","artikel","Landelijk","Dag"
"1848-11-14","272","artikel","Landelijk","Dag"
"1856-04-10","43","artikel","Regionaal/lokaal","Dag"
"1851-10-10","97","artikel","Verenigde Staten","Dag"
"1855-05-04","603","artikel","Landelijk","Dag"
